Journey_ID,Day_of_Week,Time_of_Day,Transport_Mode,Distance_km,Journey_Duration_mins,Average_Speed,Delay_mins,Weather_Type,Temperature_C,Air_Quality_Index,CO2_Emissions_g,Passenger_Count,Ticket_Price,Satisfaction_Score,Incident_Reported,Late_Arrival,Frequent_Traveller 
2443,Friday,18:25:00,Train,20.5,46,26,2,Cloudy,17,120,160,160,3.60,8,No,No,Yes
2444,Friday,18:40:00,Bike,3.9,17,14.1,0,Cloudy,17,118,0,1,NA,8,No,No,No
2445,Friday,18:55:00,Walk,1.2,18,4,0,Cloudy,17,115,0,1,NA,9,No,No,No
2446,Friday,19:10:00,E-scooter,3.1,14,13.3,1,Clear,18,110,0,1,1.10,8,No,No,No
2447,Friday,19:25:00,Car,6.8,23,17.7,0,Clear,18,108,390,1,4.00,9,No,No,Yes
2448,Friday,19:40:00,Bus,10.7,36,17.8,1,Clear,19,105,330,29,2.70,8,No,No,No
2449,Friday,19:55:00,Train,19.9,43,27.4,0,Clear,19,102,150,150,3.50,9,No,No,Yes
2450,Friday,20:10:00,Bike,3.7,16,14.5,0,Clear,18,100,0,1,NA,9,No,No,No
2451,Friday,20:25:00,Walk,1,17,3.7,0,Clear,18,98,0,1,NA,10,No,No,No
2452,Friday,20:40:00,E-scooter,2.8,13,13,1,Clear,17,95,0,1,1.00,8,No,No,No
2453,Friday,20:55:00,Car,7,24,17.5,0,Clear,17,93,410,1,4.10,9,No,No,Yes
2454,Friday,21:10:00,Bus,10.6,35,17.9,1,Clear,16,90,330,28,2.70,8,No,No,No
2455,Friday,21:25:00,Train,20.1,44,27.1,0,Clear,16,88,150,150,3.50,9,No,No,Yes
2456,Friday,21:40:00,Bike,3.8,16,14.3,0,Clear,15,86,0,1,NA,9,No,No,No
2457,Friday,21:55:00,Walk,1.1,17,3.8,0,Clear,15,85,0,1,NA,10,No,No,No
2458,Friday,22:10:00,E-scooter,3,14,13.1,1,Clear,14,83,0,1,1.00,8,No,No,No
2459,Friday,22:25:00,Car,7.2,25,17.3,0,Clear,14,82,410,1,4.10,9,No,No,Yes
2460,Friday,22:40:00,Bus,10.8,36,17.6,1,Clear,13,80,330,29,2.70,8,No,No,No
2461,Friday,22:55:00,Train,19.7,43,27.3,0,Clear,13,78,150,150,3.50,9,No,No,Yes
2462,Friday,23:10:00,Bike,3.6,15,14.4,0,Clear,12,76,0,1,NA,9,No,No,No
2463,Friday,23:25:00,Walk,1,16,3.7,0,Clear,12,75,0,1,NA,10,No,No,No
2464,Friday,23:40:00,E-scooter,2.9,13,13,1,Clear,11,73,0,1,1.00,8,No,No,No
2465,Friday,23:55:00,Car,7,24,17.5,0,Clear,11,72,390,1,4.00,9,No,No,Yes
2466,Saturday,00:10:00,Bus,10.9,37,17.8,2,Cloudy,10,70,340,30,2.80,8,No,No,No
2467,Saturday,00:25:00,Train,20.4,46,26.7,1,Cloudy,10,68,160,160,3.60,8,No,No,Yes
2468,Saturday,00:40:00,Bike,3.7,15,14.6,0,Cloudy,9,66,0,1,NA,9,No,No,No
2469,Saturday,00:55:00,Walk,1.2,18,4,0,Cloudy,9,65,0,1,NA,10,No,No,No
2470,Saturday,01:10:00,E-scooter,3.1,14,13.2,1,Cloudy,8,63,0,1,1.10,8,No,No,No
2471,Saturday,01:25:00,Car,7.3,26,17,0,Clear,8,62,420,1,4.20,9,No,No,Yes
2472,Saturday,01:40:00,Bus,11.1,38,17.4,2,Clear,7,60,330,29,2.70,8,No,No,No
2473,Saturday,01:55:00,Train,21.3,48,26.8,1,Clear,7,58,160,160,3.60,9,No,No,Yes
2474,Saturday,02:10:00,Bike,3.8,16,14.2,0,Clear,6,56,0,1,NA,9,No,No,No
2475,Saturday,02:25:00,Walk,1.1,17,3.8,0,Clear,6,55,0,1,NA,10,No,No,No
2476,Saturday,02:40:00,E-scooter,2.8,13,12.9,1,Clear,5,53,0,1,1.00,8,No,No,No
2477,Saturday,02:55:00,Car,7.1,25,17,0,Clear,5,52,410,1,4.10,9,No,No,Yes
2478,Saturday,03:10:00,Bus,10.7,36,17.7,1,Cloudy,5,50,330,29,2.80,7,No,No,No
2479,Saturday,03:25:00,Train,20.6,46,26.9,1,Cloudy,4,48,160,160,3.60,8,No,No,Yes
2480,Saturday,03:40:00,Bike,3.9,17,14.1,0,Cloudy,4,47,0,1,NA,8,No,No,No
2481,Saturday,03:55:00,Walk,1,16,3.6,0,Cloudy,3,46,0,1,NA,9,No,No,No
2482,Saturday,04:10:00,E-scooter,3,14,13,1,Cloudy,3,45,0,1,1.10,8,No,No,No
2483,Saturday,04:25:00,Car,6.9,24,17.3,0,Clear,3,44,390,1,4.00,9,No,No,Yes
2484,Saturday,04:40:00,Bus,10.5,35,17.8,1,Clear,2,42,330,28,2.70,8,No,No,No
2485,Saturday,04:55:00,Train,19.9,43,27.4,0,Clear,2,41,150,150,3.50,9,No,No,Yes
2486,Saturday,05:10:00,Bike,3.6,15,14.4,0,Clear,2,40,0,1,NA,9,No,No,No
2487,Saturday,05:25:00,Walk,1.2,17,4.1,0,Clear,2,39,0,1,NA,10,No,No,No
2488,Saturday,05:40:00,E-scooter,2.9,13,12.9,1,Clear,3,40,0,1,1.00,8,No,No,No
2489,Saturday,05:55:00,Car,7.4,26,16.8,1,Cloudy,4,45,420,1,4.20,8,No,No,Yes
2490,Saturday,06:10:00,Bus,11.2,39,16.9,3,Cloudy,5,55,340,30,2.80,7,No,Yes,No
2491,Saturday,06:25:00,Train,22.3,49,26.9,2,Cloudy,6,60,160,160,3.60,7,No,Yes,Yes
2492,Saturday,06:40:00,Bike,3.9,16,14.6,0,Cloudy,7,62,0,1,NA,8,No,No,No
2493,Saturday,06:55:00,Walk,1.1,18,3.8,0,Cloudy,8,65,0,1,NA,9,No,No,No
2494,Saturday,07:10:00,E-scooter,3,14,13,2,Rain,9,75,0,1,1.10,7,Yes,Yes,No
2495,Saturday,07:25:00,Car,8.1,32,15,8,Rain,10,90,430,1,4.30,5,No,Yes,Yes
2496,Saturday,07:40:00,Bus,12.3,50,14.6,15,Rain,11,110,360,35,2.90,4,Yes,Yes,No
2497,Saturday,07:55:00,Train,19.1,45,25.3,4,Rain,12,120,170,170,3.70,6,No,Yes,Yes
2498,Saturday,08:10:00,Bike,3.4,16,12.8,0,Rain,12,118,0,1,NA,7,No,No,No
2499,Saturday,08:25:00,Walk,1,19,3.1,0,Rain,13,125,0,1,NA,7,No,No,No
2500,Saturday,08:40:00,E-scooter,2.9,15,11.6,3,Rain,13,130,0,1,1.00,6,Yes,Yes,No
